"","add_to_cart_order","reordered","order_number","order_dow","order_hour_of_day","days_since_prior_order","aisle_id","department_id"
"60326",6,1,4,3,0,30,38,1
"60327",7,0,19,4,11,18,38,1
"60328",5,1,13,1,10,3,38,1
"60329",3,1,11,4,11,30,38,1
"60330",8,0,6,0,15,3,38,1
"60331",3,1,38,4,18,25,38,1
"60332",2,1,6,2,15,30,38,1
"60333",17,0,25,1,17,10,21,16
"60334",1,1,12,0,14,13,120,16
"60335",8,1,43,3,9,7,120,16
"60336",3,0,5,1,10,30,120,16
"60337",23,0,5,0,12,14,120,16
"60338",17,1,4,0,16,7,120,16
"60339",33,1,9,4,12,13,120,16
"60340",1,0,5,0,8,30,120,16
"60341",2,1,71,0,7,6,120,16
"60342",8,1,25,4,17,12,120,16
"60343",8,1,10,3,15,30,120,16
"60344",9,1,10,4,11,30,120,16
"60345",5,0,4,0,19,10,120,16
"60346",11,1,8,0,15,20,120,16
"60347",11,1,14,6,17,13,120,16
"60348",1,1,23,6,10,6,120,16
"60349",12,1,15,2,8,19,120,16
"60350",2,1,10,5,22,6,120,16
"60351",3,1,19,5,21,21,120,16
"60352",23,1,4,4,9,6,120,16
"60353",14,0,6,4,10,30,120,16
"60354",10,1,57,1,16,5,120,16
"60355",4,0,8,5,13,10,120,16
"60356",6,1,10,4,19,12,120,16
"60357",18,1,4,4,16,18,120,16
"60358",3,0,6,6,12,17,120,16
"60359",7,0,7,6,17,30,120,16
"60360",5,1,9,1,10,7,120,16
"60361",6,1,25,1,10,27,120,16
"60362",17,1,11,0,21,4,120,16
"60363",27,1,4,4,11,30,120,16
"60364",8,0,7,6,11,6,120,16
"60365",9,1,6,4,12,4,120,16
"60366",4,1,10,6,14,30,120,16
"60367",5,1,8,0,18,30,120,16
"60368",13,0,5,2,12,30,120,16
"60369",11,1,13,0,13,14,120,16
"60370",3,1,57,6,18,30,120,16
"60371",2,0,78,0,14,7,81,15
"60372",15,0,4,5,12,19,81,15
"60373",9,1,5,6,12,8,81,15
"60374",12,0,10,4,23,15,81,15
"60375",4,1,5,2,15,1,81,15
"60376",36,0,6,2,10,22,81,15
"60377",18,0,17,4,17,14,81,15
"60378",8,1,21,6,8,30,81,15
"60379",15,1,6,4,14,29,112,3
"60380",5,0,10,3,17,17,121,14
"60381",3,1,8,2,17,20,121,14
"60382",28,1,61,6,11,7,121,14
"60383",9,0,28,5,11,14,121,14
"60384",9,1,4,5,12,22,121,14
"60385",8,0,8,3,13,30,121,14
"60386",6,0,6,2,15,30,121,14
"60387",19,0,4,0,15,30,121,14
"60388",5,1,4,5,12,14,121,14
"60389",7,1,11,0,15,21,121,14
"60390",1,0,7,6,18,30,121,14
"60391",13,0,5,1,15,30,121,14
"60392",3,0,15,0,11,30,121,14
"60393",2,1,7,6,13,17,121,14
"60394",4,1,41,0,14,19,121,14
"60395",13,1,12,5,12,12,121,14
"60396",7,0,12,3,16,30,121,14
"60397",1,1,13,1,11,0,72,13
"60398",6,1,28,0,9,7,92,18
"60399",12,1,35,4,11,11,92,18
"60400",12,0,9,3,11,5,92,18
"60401",9,0,6,3,11,10,92,18
"60402",2,0,7,0,8,30,92,18
"60403",18,0,8,1,20,15,92,18
"60404",18,1,30,2,21,0,92,18
"60405",6,1,4,4,20,16,123,4
"60406",1,0,17,5,18,17,123,4
"60407",5,0,4,6,19,6,19,13
"60408",14,0,12,5,16,12,90,7
"60409",48,0,15,0,17,14,6,2
"60410",3,1,23,6,10,6,29,13
"60411",2,1,9,0,2,16,10,17
"60412",3,1,21,3,14,6,48,14
"60413",2,1,5,4,15,30,120,16
"60414",1,0,5,1,17,30,70,11
"60415",11,1,9,0,12,28,110,13
"60416",15,1,6,0,16,19,106,12
"60417",13,0,21,6,15,7,83,4
"60418",7,0,7,0,12,7,83,4
"60419",12,0,5,1,8,20,83,4
"60420",4,1,17,5,18,17,83,4
"60421",14,1,11,3,14,30,29,13
"60422",7,0,6,0,18,6,29,13
"60423",4,0,5,2,11,8,29,13
"60424",4,1,22,6,15,13,86,16
"60425",1,1,10,0,13,30,86,16
"60426",5,1,11,3,19,30,86,16
"60427",8,1,9,3,9,17,86,16
"60428",2,1,21,6,9,13,86,16
"60429",5,1,41,5,12,4,86,16
"60430",3,1,12,4,14,25,86,16
"60431",17,1,14,5,16,6,86,16
"60432",5,0,6,4,14,28,86,16
"60433",1,1,15,0,12,28,86,16
"60434",7,0,23,1,18,24,86,16
"60435",14,1,21,6,15,21,86,16
"60436",22,0,9,0,16,30,86,16
"60437",4,1,32,2,15,11,86,16
"60438",1,1,33,1,14,21,86,16
"60439",2,1,10,6,16,30,86,16
"60440",2,1,25,4,14,10,86,16
"60441",17,1,7,6,11,13,86,16
"60442",4,1,27,0,7,6,86,16
"60443",1,1,17,1,15,30,86,16
"60444",2,1,20,3,20,5,86,16
"60445",10,1,15,3,15,30,86,16
"60446",4,1,28,0,12,29,86,16
"60447",8,1,61,4,10,6,86,16
"60448",8,0,10,4,14,6,86,16
"60449",7,1,9,5,19,30,86,16
"60450",1,1,15,0,12,30,86,16
"60451",2,1,10,1,21,30,86,16
"60452",2,1,17,0,15,30,86,16
"60453",2,0,17,1,16,6,86,16
"60454",1,1,47,4,20,6,86,16
"60455",4,1,13,3,11,18,86,16
"60456",17,1,49,4,7,7,86,16
"60457",5,1,15,0,14,30,86,16
"60458",7,1,31,0,12,23,86,16
"60459",1,1,16,0,9,30,86,16
"60460",5,1,11,0,15,30,86,16
"60461",2,1,23,5,18,5,86,16
"60462",3,1,24,6,11,18,86,16
"60463",18,0,20,5,17,25,86,16
"60464",2,0,5,2,22,30,86,16
"60465",4,1,17,0,14,21,86,16
"60466",5,1,8,1,14,14,86,16
"60467",3,0,6,1,18,19,86,16
"60468",2,1,15,0,13,30,86,16
"60469",6,1,8,6,19,19,86,16
"60470",2,1,63,0,11,8,86,16
"60471",6,1,47,0,9,7,86,16
"60472",7,0,4,3,10,30,86,16
"60473",4,1,13,5,8,19,86,16
"60474",2,1,15,0,18,0,86,16
"60475",7,1,73,3,13,4,86,16
"60476",10,0,6,3,14,26,86,16
"60477",24,0,14,1,11,30,86,16
"60478",4,1,11,0,13,30,86,16
"60479",3,0,28,5,7,14,86,16
"60480",2,1,28,5,17,10,86,16
"60481",2,1,39,1,10,6,86,16
"60482",1,1,23,3,21,26,86,16
"60483",15,1,17,5,10,30,86,16
"60484",2,0,5,1,17,20,86,16
"60485",20,1,5,1,14,6,86,16
"60486",1,1,11,0,12,15,86,16
"60487",2,1,21,1,17,2,86,16
"60488",1,1,4,4,17,30,86,16
"60489",1,1,10,4,19,9,86,16
"60490",6,1,5,3,19,8,86,16
"60491",5,0,5,3,18,13,86,16
"60492",2,0,6,3,16,30,86,16
"60493",7,1,46,5,18,27,86,16
"60494",2,1,37,6,10,3,86,16
"60495",4,1,36,2,12,20,86,16
"60496",8,1,48,0,16,2,86,16
"60497",9,1,11,4,16,30,86,16
"60498",3,1,15,0,14,16,86,16
"60499",7,0,7,4,21,30,86,16
"60500",1,1,17,1,9,14,86,16
"60501",8,1,7,1,14,30,86,16
"60502",8,1,58,4,11,7,86,16
"60503",4,1,35,0,12,13,86,16
"60504",6,1,53,6,15,5,86,16
"60505",6,0,4,5,18,30,86,16
"60506",3,0,4,2,15,30,12,9
"60507",10,1,12,0,7,7,12,9
"60508",16,0,7,5,12,5,69,15
"60509",8,1,23,5,19,5,13,20
"60510",3,0,33,6,13,23,13,20
"60511",10,0,17,2,11,30,13,20
"60512",18,1,16,0,10,30,54,17
"60513",3,1,43,5,10,7,112,3
"60514",19,1,22,6,7,8,112,3
"60515",1,1,7,5,11,30,112,3
"60516",2,1,10,3,9,5,112,3
"60517",6,1,7,1,15,26,112,3
"60518",4,1,47,2,12,10,112,3
"60519",5,1,63,3,18,3,112,3
"60520",1,1,10,6,9,4,112,3
"60521",9,1,22,1,23,28,112,3
"60522",4,1,94,3,10,4,112,3
"60523",8,1,6,6,19,30,112,3
"60524",4,1,5,1,21,28,112,3
"60525",9,0,26,4,17,17,4,9
"60526",18,1,15,1,9,20,4,9
"60527",6,0,4,6,21,30,115,7
"60528",1,0,14,5,19,12,24,4
"60529",3,1,10,0,16,2,31,7
"60530",2,1,29,4,13,5,112,3
"60531",10,1,25,5,15,13,112,3
"60532",3,1,5,6,19,16,112,3
"60533",29,0,5,0,8,13,112,3
"60534",14,1,17,6,19,13,112,3
"60535",8,1,41,4,17,6,121,14
"60536",17,1,10,5,21,6,123,4
"60537",2,0,4,0,20,10,87,17
"60538",2,0,40,3,10,2,87,17
"60539",7,0,4,0,17,28,89,13
"60540",2,0,9,5,14,20,89,13
"60541",8,0,9,1,16,30,89,13
"60542",5,1,18,2,14,20,89,13
"60543",4,1,7,0,9,30,89,13
"60544",5,1,10,2,9,30,89,13
"60545",19,0,48,5,10,7,89,13
"60546",8,1,5,3,12,30,54,17
"60547",8,1,35,4,11,11,54,17
"60548",9,1,6,4,13,17,54,17
"60549",9,0,9,3,10,30,54,17
"60550",7,0,5,6,16,6,54,17
"60551",5,1,21,5,18,7,54,17
"60552",2,1,13,6,17,24,54,17
"60553",18,0,4,4,13,30,54,17
"60554",20,0,13,3,22,8,54,17
"60555",17,1,7,1,12,9,54,17
"60556",4,0,10,0,10,22,54,17
"60557",13,0,13,5,11,30,54,17
"60558",9,0,5,2,7,30,54,17
"60559",13,0,11,2,19,9,17,13
"60560",1,0,26,5,10,30,17,13
"60561",1,0,35,2,13,2,17,13
"60562",2,1,5,0,7,2,77,7
"60563",28,0,10,1,15,19,37,1
"60564",20,0,59,4,11,4,37,1
"60565",12,0,9,6,15,5,37,1
"60566",5,0,18,3,5,30,70,11
"60567",9,1,39,3,17,6,83,4
"60568",6,1,12,4,13,4,83,4
"60569",5,1,6,3,8,3,83,4
"60570",17,1,13,0,14,9,83,4
"60571",16,0,8,1,12,30,83,4
"60572",1,1,74,0,21,4,83,4
"60573",4,1,58,5,16,5,83,4
"60574",12,1,5,0,12,21,83,4
"60575",15,1,22,2,22,15,83,4
"60576",31,0,6,6,15,21,83,4
"60577",15,1,31,6,9,7,83,4
"60578",2,0,23,3,8,3,83,4
"60579",2,0,23,0,19,8,83,4
"60580",2,1,33,0,14,1,83,4
"60581",22,0,7,4,14,6,83,4
"60582",3,0,33,1,7,5,83,4
"60583",2,0,8,3,9,30,83,4
"60584",12,1,41,4,15,4,83,4
"60585",5,1,23,0,13,19,83,4
"60586",8,1,8,1,13,22,83,4
"60587",8,1,25,2,13,16,83,4
"60588",3,0,21,1,12,3,83,4
"60589",5,0,7,3,9,23,83,4
"60590",6,0,4,2,15,8,83,4
"60591",21,0,9,0,13,14,83,4
"60592",5,1,34,6,12,10,83,4
"60593",7,0,60,0,18,3,83,4
"60594",3,1,7,6,10,30,83,4
"60595",7,0,5,1,16,11,83,4
"60596",10,1,24,1,10,22,83,4
"60597",7,0,10,3,21,3,83,4
"60598",8,1,28,0,9,28,83,4
"60599",10,1,10,6,18,26,26,7
"60600",13,1,19,0,11,0,26,7
"60601",9,0,4,4,8,15,26,7
"60602",6,1,42,6,17,12,26,7
"60603",5,1,55,0,21,12,26,7
"60604",6,1,31,4,10,9,26,7
"60605",14,0,4,6,18,30,45,19
"60606",14,1,4,3,14,30,45,19
"60607",4,1,9,1,7,7,91,16
"60608",21,1,9,6,21,4,69,15
"60609",14,0,11,2,13,7,69,15
"60610",9,1,11,0,15,21,21,16
"60611",5,0,5,0,13,8,21,16
"60612",6,0,9,2,20,11,21,16
"60613",6,0,9,0,20,8,21,16
"60614",11,0,7,0,22,6,3,19
"60615",28,1,14,3,4,9,79,1
"60616",5,1,51,6,10,3,79,1
"60617",4,1,4,0,14,14,79,1
"60618",7,1,12,5,12,25,79,1
"60619",8,1,28,3,18,10,79,1
"60620",3,0,5,0,17,11,130,14
"60621",12,0,6,0,17,30,130,14
"60622",30,0,14,5,21,12,3,19
"60623",9,0,8,6,16,30,103,19
"60624",12,0,20,0,7,15,103,19
"60625",12,0,9,2,9,12,114,17
"60626",7,0,13,1,16,30,9,9
"60627",10,1,63,6,15,6,38,1
"60628",3,1,6,3,10,22,38,1
"60629",4,1,4,0,12,30,38,1
"60630",16,0,10,4,19,9,45,19
"60631",7,1,12,1,14,30,45,19
"60632",20,0,4,1,16,30,45,19
"60633",23,1,38,0,14,9,45,19
"60634",5,1,10,1,9,10,45,19
"60635",3,1,16,2,11,22,17,13
"60636",4,1,18,5,9,26,17,13
"60637",7,0,6,4,17,30,17,13
"60638",4,1,16,2,15,29,121,14
"60639",11,0,9,2,15,9,121,14
"60640",3,1,26,3,16,12,121,14
"60641",9,0,15,1,16,28,121,14
"60642",2,1,10,5,16,27,121,14
"60643",5,1,26,0,19,5,121,14
"60644",1,0,25,6,13,23,121,14
"60645",2,1,15,1,19,4,121,14
"60646",19,0,6,3,11,10,128,3
"60647",16,0,5,0,18,24,76,6
"60648",3,0,84,5,16,4,76,6
"60649",1,0,23,4,19,30,87,17
"60650",12,0,12,0,15,30,87,17
"60651",1,1,10,0,13,28,78,19
"60652",2,1,6,2,8,30,78,19
"60653",1,1,21,0,18,7,78,19
"60654",3,1,4,3,17,30,78,19
"60655",15,1,20,1,15,13,115,7
"60656",2,1,19,2,12,18,115,7
"60657",1,1,9,1,14,30,115,7
"60658",16,0,8,5,19,30,115,7
"60659",3,1,24,0,18,21,115,7
"60660",5,0,4,6,20,30,115,7
"60661",1,1,8,0,9,30,115,7
"60662",18,1,58,4,11,7,115,7
"60663",1,1,9,1,10,30,115,7
"60664",9,0,9,3,16,8,115,7
"60665",7,1,100,5,10,2,115,7
"60666",6,1,21,1,16,22,115,7
"60667",5,1,7,3,20,20,115,7
"60668",20,0,6,0,18,5,115,7
"60669",12,1,11,0,18,0,115,7
"60670",1,1,11,6,14,3,115,7
"60671",5,1,41,0,19,6,115,7
"60672",8,0,6,0,7,7,115,7
"60673",2,1,4,0,10,13,115,7
"60674",7,1,22,2,19,10,115,7
"60675",6,1,6,5,13,11,115,7
"60676",1,1,32,0,13,10,115,7
"60677",1,1,5,1,9,27,115,7
"60678",1,1,11,5,15,28,115,7
"60679",5,1,6,3,16,7,115,7
"60680",4,1,58,6,8,4,115,7
"60681",10,0,8,5,15,9,70,11
"60682",34,0,42,0,11,7,18,10
"60683",1,1,4,6,12,11,18,10
"60684",8,0,36,3,20,2,92,18
"60685",3,0,7,6,19,30,41,8
"60686",13,0,22,0,12,9,61,19
"60687",1,0,5,1,15,30,87,17
"60688",9,1,13,2,12,30,87,17
"60689",6,1,22,2,9,13,128,3
"60690",7,0,9,5,21,29,128,3
"60691",18,1,37,5,18,24,128,3
"60692",6,0,10,1,9,19,128,3
"60693",1,1,22,0,7,8,128,3
"60694",3,1,4,6,0,18,43,3
"60695",2,1,6,1,14,30,43,3
"60696",4,0,8,0,10,30,86,16
"60697",1,1,8,3,23,30,86,16
"60698",6,1,35,6,11,6,86,16
"60699",3,1,17,1,16,8,86,16
"60700",1,1,69,1,14,6,86,16
"60701",3,1,10,2,9,30,38,1
"60702",34,0,4,6,16,26,38,1
"60703",8,1,12,4,17,30,38,1
"60704",2,1,45,3,17,28,120,16
"60705",26,0,9,6,10,14,83,4
"60706",11,1,26,4,20,30,83,4
"60707",5,1,45,5,9,15,83,4
"60708",17,0,4,5,11,17,83,4
"60709",2,1,5,3,14,8,83,4
"60710",12,1,44,6,18,6,83,4
"60711",8,0,5,0,17,30,83,4
"60712",4,1,5,0,12,30,83,4
"60713",2,0,6,3,8,10,83,4
"60714",18,1,29,0,16,15,83,4
"60715",13,1,4,5,7,10,83,4
"60716",4,1,13,6,18,23,83,4
"60717",8,0,51,2,13,15,83,4
"60718",10,1,4,6,16,8,83,4
"60719",4,1,7,0,12,30,83,4
"60720",17,0,11,0,13,4,83,4
"60721",5,1,56,6,22,5,83,4
"60722",15,1,8,4,15,17,83,4
"60723",14,1,38,0,9,21,83,4
"60724",9,1,60,6,17,6,83,4
"60725",15,0,4,5,6,30,83,4
"60726",14,0,30,6,16,8,83,4
"60727",6,1,14,1,9,8,83,4
"60728",5,1,59,0,16,2,83,4
"60729",22,0,4,0,16,22,83,4
"60730",19,0,11,0,9,30,83,4
"60731",33,1,60,6,23,7,83,4
"60732",33,0,5,1,10,17,83,4
"60733",10,1,39,3,19,4,83,4
"60734",9,0,16,6,16,5,83,4
"60735",3,1,5,1,15,20,83,4
"60736",2,1,26,5,10,30,83,4
"60737",4,0,13,1,11,30,83,4
"60738",5,1,10,5,11,14,83,4
"60739",21,0,19,6,19,30,83,4
"60740",4,0,4,2,15,30,83,4
"60741",2,1,6,3,15,5,83,4
"60742",11,1,58,3,23,2,83,4
"60743",10,1,17,2,19,12,83,4
"60744",15,1,17,5,13,8,83,4
"60745",4,1,5,5,9,8,83,4
"60746",4,1,6,1,10,4,83,4
"60747",13,0,4,1,16,14,83,4
"60748",22,1,17,1,13,25,83,4
"60749",15,1,14,0,18,13,83,4
"60750",5,0,9,6,12,30,83,4
"60751",14,1,9,1,16,12,83,4
"60752",21,0,7,6,8,6,83,4
"60753",4,1,11,4,8,2,83,4
"60754",7,1,5,0,9,30,83,4
"60755",27,1,60,0,9,8,83,4
"60756",6,1,11,0,11,8,83,4
"60757",2,1,8,1,14,30,83,4
"60758",3,1,12,1,18,30,83,4
"60759",10,1,13,5,13,13,83,4
"60760",2,1,15,3,12,8,83,4
"60761",9,1,100,4,21,2,83,4
"60762",8,0,6,2,17,13,83,4
"60763",6,0,47,4,17,2,83,4
"60764",14,1,10,6,11,6,83,4
"60765",7,1,9,4,16,21,83,4
"60766",5,0,18,0,21,1,83,4
"60767",25,1,16,6,10,6,83,4
"60768",16,1,23,5,9,30,83,4
"60769",7,1,14,3,22,7,83,4
"60770",9,1,5,6,17,5,83,4
"60771",2,1,14,6,9,30,83,4
"60772",7,1,84,0,21,3,83,4
"60773",4,0,4,3,12,30,83,4
"60774",10,0,6,1,12,30,83,4
"60775",2,1,37,5,13,11,83,4
"60776",13,0,24,6,12,4,83,4
"60777",6,1,95,5,8,3,83,4
"60778",5,0,12,3,17,16,83,4
"60779",22,1,27,5,16,8,83,4
"60780",17,1,16,6,16,8,83,4
"60781",42,0,12,1,16,18,83,4
"60782",9,0,7,1,9,30,83,4
"60783",4,0,5,6,12,6,83,4
"60784",11,1,20,3,8,30,83,4
"60785",2,0,19,6,19,5,83,4
"60786",29,1,45,4,16,7,83,4
"60787",2,1,13,2,9,5,83,4
"60788",12,0,6,6,8,30,83,4
"60789",17,1,15,1,8,7,83,4
"60790",11,1,42,0,17,5,83,4
"60791",5,1,43,1,11,20,83,4
"60792",2,0,14,3,20,5,83,4
"60793",2,1,4,0,12,30,83,4
"60794",1,0,7,1,14,19,83,4
"60795",17,1,10,4,9,30,83,4
"60796",14,0,7,1,11,7,83,4
"60797",5,1,36,0,17,18,83,4
"60798",7,0,13,4,20,10,83,4
"60799",15,0,27,5,16,11,83,4
"60800",2,1,19,3,19,9,83,4
"60801",4,0,7,4,12,30,83,4
"60802",10,1,28,0,9,21,83,4
"60803",6,1,9,4,5,30,83,4
"60804",7,0,5,0,9,30,83,4
"60805",11,1,31,5,13,11,83,4
"60806",3,1,18,3,20,22,83,4
"60807",16,1,32,4,16,4,83,4
"60808",3,0,31,0,9,30,83,4
"60809",1,1,9,0,16,15,83,4
"60810",10,1,21,2,15,6,83,4
"60811",3,1,5,3,13,3,83,4
"60812",1,1,27,0,20,13,83,4
"60813",3,1,7,2,17,10,83,4
"60814",9,1,21,1,17,2,83,4
"60815",20,1,33,2,15,6,83,4
"60816",10,1,45,6,12,6,83,4
"60817",1,0,4,0,9,30,83,4
"60818",7,1,12,4,8,6,83,4
"60819",7,0,4,1,17,28,83,4
"60820",12,0,22,6,10,6,83,4
"60821",44,1,34,2,15,8,83,4
"60822",27,1,10,4,21,30,83,4
"60823",5,1,55,3,8,7,83,4
"60824",22,1,29,0,10,30,83,4
"60825",1,1,7,2,10,23,83,4
"60826",7,1,6,0,16,0,83,4
"60827",12,1,16,6,6,13,83,4
"60828",5,0,4,4,15,30,83,4
"60829",6,1,21,5,18,2,83,4
"60830",18,0,18,2,17,19,83,4
"60831",5,0,46,6,8,16,83,4
"60832",10,1,35,0,11,6,83,4
"60833",2,1,5,0,15,8,83,4
"60834",16,0,7,6,11,30,83,4
"60835",11,1,13,5,11,4,83,4
"60836",6,1,86,1,12,4,83,4
"60837",9,1,25,2,11,14,83,4
"60838",4,1,14,3,11,3,83,4
"60839",3,1,38,2,12,9,83,4
"60840",1,1,77,6,13,4,83,4
"60841",6,0,7,2,13,14,83,4
"60842",1,1,100,4,8,3,83,4
"60843",40,0,8,4,10,15,83,4
"60844",9,1,24,6,16,9,83,4
"60845",7,1,10,0,14,30,83,4
"60846",11,1,7,1,15,4,83,4
"60847",10,0,7,0,15,7,83,4
"60848",2,0,8,2,16,30,83,4
"60849",3,0,8,3,9,5,83,4
"60850",8,0,12,2,17,20,83,4
"60851",16,1,31,0,15,7,83,4
"60852",9,1,100,0,11,2,83,4
"60853",3,1,6,4,22,6,83,4
"60854",32,0,51,6,8,8,83,4
"60855",1,1,4,0,18,30,83,4
"60856",12,0,9,0,14,7,83,4
"60857",7,1,30,6,9,15,83,4
"60858",5,1,4,0,15,2,83,4
"60859",5,1,23,3,10,30,83,4
"60860",3,1,10,5,16,30,83,4
"60861",1,1,20,6,13,20,83,4
"60862",32,0,7,4,14,6,83,4
"60863",1,1,4,5,10,19,83,4
"60864",23,1,22,6,8,7,83,4
"60865",11,1,31,6,15,2,83,4
"60866",10,1,17,5,11,30,83,4
"60867",15,0,20,2,13,30,83,4
"60868",19,1,12,6,15,14,83,4
"60869",12,1,42,5,12,7,83,4
"60870",15,0,4,3,15,13,83,4
"60871",7,1,37,0,20,4,83,4
"60872",5,0,4,0,14,27,83,4
"60873",10,1,57,5,16,20,83,4
"60874",11,1,17,1,10,16,83,4
"60875",16,0,6,2,12,30,83,4
"60876",5,0,6,3,10,7,83,4
"60877",10,1,18,6,18,12,83,4
"60878",2,1,4,3,16,27,83,4
"60879",7,1,21,1,10,6,83,4
"60880",19,0,28,5,19,7,83,4
"60881",11,1,21,5,12,21,83,4
"60882",16,1,7,2,9,30,83,4
"60883",8,1,4,3,11,9,83,4
"60884",3,1,5,4,14,30,83,4
"60885",21,1,35,6,8,6,83,4
"60886",7,1,30,5,6,6,83,4
"60887",11,0,13,6,14,19,83,4
"60888",4,1,9,4,18,2,83,4
"60889",18,0,32,1,20,15,83,4
"60890",1,1,4,0,10,30,83,4
"60891",17,0,10,3,19,7,83,4
"60892",9,0,4,0,13,30,83,4
"60893",8,1,17,0,14,21,83,4
"60894",39,1,44,6,9,13,83,4
"60895",3,0,10,1,9,29,83,4
"60896",4,1,6,0,8,8,83,4
"60897",12,1,17,2,10,16,83,4
"60898",11,1,54,0,10,8,83,4
"60899",17,0,8,0,18,6,83,4
"60900",3,1,10,1,15,28,83,4
"60901",2,1,59,4,11,4,83,4
"60902",14,1,11,1,9,30,83,4
"60903",12,1,43,0,16,14,83,4
"60904",26,0,25,4,17,28,83,4
"60905",13,1,32,0,16,15,83,4
"60906",3,1,8,6,14,5,83,4
"60907",11,0,12,2,18,16,83,4
"60908",6,0,6,0,14,30,83,4
"60909",14,0,64,0,8,8,83,4
"60910",15,1,41,6,20,8,83,4
"60911",2,1,8,6,11,30,83,4
"60912",1,1,19,0,9,28,83,4
"60913",3,1,20,5,8,30,83,4
"60914",4,1,4,2,8,8,83,4
"60915",17,1,42,0,9,6,83,4
"60916",8,0,10,6,14,30,83,4
"60917",9,0,7,6,18,22,83,4
"60918",2,1,37,0,12,4,83,4
"60919",3,1,9,4,15,8,83,4
"60920",6,1,45,4,17,12,83,4
"60921",10,0,15,0,23,14,83,4
"60922",1,1,29,3,11,20,83,4
"60923",11,0,7,5,12,30,83,4
"60924",6,1,55,2,8,13,83,4
"60925",14,1,6,1,12,30,83,4
"60926",8,1,74,4,13,3,83,4
"60927",8,1,57,4,9,4,83,4
"60928",13,1,7,3,14,23,83,4
"60929",3,1,6,0,7,8,83,4
"60930",4,1,27,0,13,21,83,4
"60931",3,1,8,0,17,30,83,4
"60932",7,0,28,0,11,8,83,4
"60933",12,0,5,1,16,30,83,4
"60934",3,1,16,0,17,26,83,4
"60935",3,1,46,1,11,6,83,4
"60936",10,0,9,0,20,16,83,4
"60937",7,1,29,1,9,7,83,4
"60938",3,1,36,0,14,1,83,4
"60939",6,1,49,1,7,30,83,4
"60940",26,1,45,1,10,7,83,4
"60941",4,0,5,4,17,30,83,4
"60942",8,1,4,1,9,19,83,4
"60943",13,1,29,4,16,4,83,4
"60944",6,1,9,1,11,14,83,4
"60945",13,0,4,4,14,2,83,4
"60946",5,1,16,5,18,5,83,4
"60947",11,0,48,5,21,7,83,4
"60948",44,0,5,1,10,30,83,4
"60949",4,1,13,5,21,7,83,4
"60950",5,1,19,6,16,30,83,4
"60951",3,1,7,0,10,30,83,4
"60952",7,1,10,6,19,2,83,4
"60953",10,0,12,6,12,22,83,4
"60954",2,0,6,0,13,30,83,4
"60955",1,1,18,6,13,16,83,4
"60956",5,1,50,1,17,5,83,4
"60957",26,0,17,5,13,25,83,4
"60958",14,0,31,0,16,5,83,4
"60959",10,1,24,2,15,19,83,4
"60960",9,0,44,1,10,5,83,4
"60961",15,0,8,4,8,17,83,4
"60962",5,0,22,1,9,21,83,4
"60963",2,1,6,5,18,30,83,4
"60964",2,0,4,1,12,21,83,4
"60965",23,1,79,0,8,6,83,4
"60966",4,1,50,6,7,3,83,4
"60967",10,1,8,5,13,30,83,4
"60968",9,0,18,4,22,9,83,4
"60969",13,1,9,0,14,30,83,4
"60970",13,1,8,0,13,26,83,4
"60971",5,1,5,5,14,12,83,4
"60972",13,0,40,2,8,27,83,4
"60973",12,1,5,0,13,7,83,4
"60974",6,0,6,4,17,2,83,4
"60975",14,1,13,0,7,3,83,4
"60976",6,1,10,5,17,26,83,4
"60977",1,0,12,0,7,2,83,4
"60978",4,1,6,0,15,3,83,4
"60979",1,1,17,5,8,23,83,4
"60980",16,0,24,4,16,30,83,4
"60981",7,1,5,6,0,7,83,4
"60982",17,0,15,3,10,8,83,4
"60983",6,1,37,5,18,24,83,4
"60984",2,0,7,6,20,30,83,4
"60985",1,1,12,0,9,7,83,4
"60986",42,1,67,6,22,6,83,4
"60987",8,1,6,2,18,30,83,4
"60988",7,0,67,2,7,3,83,4
"60989",9,1,11,6,13,19,83,4
"60990",2,1,10,4,6,15,83,4
"60991",4,1,42,0,13,4,83,4
"60992",18,0,5,1,9,30,83,4
"60993",18,1,34,0,12,21,83,4
"60994",1,0,15,6,11,14,83,4
"60995",3,1,13,4,15,4,83,4
"60996",17,1,56,6,11,7,83,4
"60997",8,1,28,5,17,30,83,4
"60998",8,1,7,4,12,21,83,4
"60999",8,0,8,0,22,30,83,4
"61000",20,0,19,2,0,2,83,4
"61001",15,1,12,0,19,6,83,4
"61002",1,1,11,2,9,14,83,4
"61003",8,1,11,4,15,12,83,4
"61004",8,0,16,1,18,13,83,4
"61005",7,1,13,3,16,30,83,4
"61006",23,0,5,0,22,14,83,4
"61007",20,1,54,0,8,7,83,4
"61008",3,1,16,0,19,27,83,4
"61009",7,0,11,3,7,27,83,4
"61010",3,1,15,1,11,19,83,4
"61011",1,1,25,6,17,13,83,4
"61012",16,1,9,5,10,5,83,4
"61013",15,0,9,5,9,19,83,4
"61014",6,1,11,6,12,7,83,4
"61015",2,1,17,5,9,21,83,4
"61016",4,1,8,6,18,30,83,4
"61017",6,0,9,3,15,30,83,4
"61018",8,1,35,3,16,24,83,4
"61019",11,1,7,6,11,5,83,4
"61020",18,0,10,4,17,30,83,4
"61021",14,0,8,2,11,15,83,4
"61022",22,1,25,4,17,12,83,4
